title,article,etc,time,current_time,like,comment,district
같이 코노 가서 제이팝 부르실분!,첨부터 끝까지 제이팝만 부르시는 덕후 분 찾습니다 마네키네코도 관심있으신분 좋아요,"쌍문동
·
취미
·
2일 전",2일 전,2024-11-28 00:38:33,"좋아요 수
1","댓글 수
1",도봉구
코노가서 제이팝만 부르실분,첨부터 끝까지 제이팝만 부르시는 분 찾습니다 마네키네코도 관심있으신분 좋아요,"쌍문동
·
동네친구
·
2일 전",2일 전,2024-11-28 00:38:33,"좋아요 수
1","댓글 수
1",도봉구
맛있는 떡갈비입니다,안녕하세요 맛집홍보입니다 #창동하나로마트용철이떡갈비 그 용철이 떡갈비가 방학동에 오픈했어요 #방학동 #도깨비시장 #떡갈비맛집 #용철이떡갈비 정말 맛있는 떡갈비인데 어떻게 표현할방법이 없어요 많이들 와주세요 오븐에서 굽고 연탄불에 한번더 구워 단백하고 불향나는 맛있는 떡갈비입니다 도깨비시장 맛있게 너무너무 많아요 재래시장 놀러와주세요 #만나반찬집 #즉석수제핫바 #옛날통닭 #붕어빵 #빵굽는쉐프 #꽃미남마트 #진도건어물 #무지개방앗간 아참 그리고 네이버 동네시장장보기 하시는고객님들 50%세일입니다 일단한번 맛 보시라니까요 😀 https://m.shopping.naver.com/window-products/traditionalmarket/***-****-****?NaPm=ct%3Dm3whlr9c%7Cci%3Dshoppingwindow%7Ctr%3Dtrm%7Chk%3D0caf824b28a3d26039aede60a3f8ea18094214a5%7Ctrx%3D&nl-au=***-****-****c294faba984fcfc47a7a3d8,"방학동
·
맛집
·
2일 전",2일 전,2024-11-28 00:38:33,"좋아요 수
0","댓글 수
0",도봉구
수유역이나 쌍문역쪽 국화빵 파는 곳 아실까요?,너무 먹고싶어요 ㅜㅜ,"쌍문동
·
맛집
·
3일 전",3일 전,2024-11-28 00:38:33,"좋아요 수
0","댓글 수
4",도봉구
뷔페 가실 동네친구 여자분!,저는 20대 여자이고 뷔페 같이 가실 여자분 계신가욤?? 동성이 편해서 꼭 여자분들만 댓글 달아주세요!,"도봉동
·
동네친구
·
3일 전",3일 전,2024-11-28 00:38:33,"좋아요 수
1","댓글 수
4",도봉구
평일에 시간되시는분!,같이 산책이나 가벼운 운동? 하거나 아님 영화보거나 할 동네친구 구해봅니당! 나이는 상관없어요~!,"도봉동
·
동네친구
·
3일 전",3일 전,2024-11-28 00:38:33,"좋아요 수
0","댓글 수
2",도봉구
백이비인후과,인터넷은 영업중이라갔는데 오늘쉬는날이라고 붙혀놓고 헏걸음처서 다른데왔네요,"방학제2동
·
일반
·
3일 전",3일 전,2024-11-28 00:38:33,"좋아요 수
2","댓글 수
1",도봉구
첫눈내린 근린공원 ,겨울이 생각보다 성큼 다가 왔습니다,"상계8동
·
동네풍경
·
9분 전",9분 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
떡볶이 소스로 만들 수 있는거 추천 해주세요.,밀키트 샀는데 떡에 양념이 너무 안베서 맛없는데 소스로 만들만한거 뭐 있나요? (살짝 매콤달콤해요),"중계4동
·
일반
·
약 1시간 전",약 1시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
같이 헬스 다니실분! ,다닌지이제 한달됐는데 같이 다니실분 있을까요?! 성실하게 같이~~ 저는 마들역 수락산 사이에 다녀유,"상계9동
·
운동
·
약 1시간 전",약 1시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
세탁소,노원역 근처에 괜찮은 세탁소 있을까요? 패딩 드라이 맡기려고 하는데 이사온지 얼마 안돼서요!ㅠㅜ,"상계6.7동
·
생활/편의
·
약 2시간 전",약 2시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
충숙공원 첫눈 소식,새벽에 주방 창문넘어 첫눈이~~~,"하계1동
·
동네풍경
·
약 2시간 전",약 2시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
40대 남자 선물추천,크리스마스 선물로 주면 좋아할만한거 추천해주세요,"공릉1동
·
일반
·
약 3시간 전",약 3시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
3",노원구
토끼 ,"흰토끼를 발견했는데 키우시는 토끼인 것 같아서 올려봅니다,,ㅠ","상계1동
·
분실/실종
·
약 3시간 전",약 3시간 전,2024-11-28 00:38:53,"좋아요 수
3","댓글 수
1",노원구
롱패딩 황변 제거 잘하는 세탁소 아시는 분?,중계 브라운스톤 상가에 있는 세탁소는 어떤가요? 아님 다른 곳이여도 좋으니 추천받아요 ㅠㅠ밝은 색 롱패딩 살리고 싶어요ㅠㅠ,"중계2.3동
·
생활/편의
·
약 4시간 전",약 4시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
1",노원구
불암산,노원경찰서쪽이에요,"하계1동
·
동네풍경
·
약 4시간 전",약 4시간 전,2024-11-28 00:38:53,"좋아요 수
2","댓글 수
0",노원구
12월 스트레칭 클래스 같이 들어요!,요가쌤이 운영하시는 클래스에 다리찢기 스트레칭이 있어서 신청했는데 신청자가 없어요 저밖에ㅠㅠ 같이 들어요 3명이상되어야 진행된대요 ! 화요일 12시이고 주1회래요,"상계3.4동
·
운동
·
약 4시간 전",약 4시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
뿌리 염색 시험 모델 구합니다.,"태릉, 공릉 부근 미용실 29일 금요일 오후 8시30분 자세한 내용은 문의 주세염","공릉동
·
미용
·
약 4시간 전",약 4시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
1",노원구
아로마테라피(향기치유)오일~~,개인적으로 블랜딩합니다. 공부&스트레스&불면증&통증&비염...,"상계6.7동
·
생활/편의
·
약 4시간 전",약 4시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
저한테 공부도움 필요하신분!!! ,세과목 또는 한과목 주말에 제대로 해보실분 기다립니다.,"상계6.7동
·
교육
·
약 4시간 전",약 4시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
옵치좋아하는사람,탱 플1 딜러 플5 자경 다이아 나무늘보 플레기원 🙏,"하계동
·
동네친구
·
약 5시간 전",약 5시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
3",노원구
폭설이네요 ,단풍도 다 안졌는데 폭설이네요. 색이 이뻐서 지나가다 찍음.,"하계동
·
동네풍경
·
약 5시간 전",약 5시간 전,2024-11-28 00:38:53,"좋아요 수
2","댓글 수
0",노원구
이번주 금요일 안락사 당한데요,방학동 사시는 주인분 빨리 데려가세요 전파 공유 부탁드립니다,"상계10동
·
반려동물
·
약 5시간 전",약 5시간 전,2024-11-28 00:38:53,"좋아요 수
4","댓글 수
3",노원구
지갑 분실 수락산역,11/26일 화요일 어제 밤 11:00-11:30 분 사이에 지갑 잃어버렸어요 ㅜㅠ ㅠㅠ 수락산역 6번 출구-> 수락산역 롯데시네마 지나서 수락 요거프레소 -> 수락 천사곱창 지나는쪽 길에 떨어뜨린거같은데 혹여나 주우신 분 계시면 채팅부탁드립니다........... 안에 민증 카드3개있어요 #지갑 #지갑분실 #수락산역,"상계동
·
분실/실종
·
약 5시간 전",약 5시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
고양이 실종/분실,초안산 쌍용 스윗닷홈아파트 고양이 잃어버리신분 계신가요 사람 손 잘 타는데 목걸이도 있는데 인식표는 없거든요 고양이 잃어버리신분 주황색 목걸이 같은거 하고 있었고 사람 손을 너무 잘타요,"월계2동
·
반려동물
·
약 6시간 전",약 6시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
찢어진 100달러 교환,은행에서 해주나요? 누구는 해준다하고 누구는 안된다네요ㅠ,"공릉1동
·
일반
·
약 6시간 전",약 6시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
1",노원구
카페가서 같이 공부해요~~,카페에서 책 읽고 공부해요~~! 공부하려고 책도 샀는데 집에서는 안하게되서 카페에서 하려고오~~!! 이쁜카페에서 각자 공부하고 책읽고 맛있는 디저트도 먹어요😆 이성목적❌ 종교❌,"상계6.7동
·
동네친구
·
약 6시간 전",약 6시간 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
2",노원구
노원중계역 사이 씨앗호떡집,몇시까지 하는지 아시는분 있나요,"상계1동
·
맛집
·
약 6시간 전",약 6시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
공릉동,공릉동 철길 풍경의 모습,"공릉1동
·
동네풍경
·
약 6시간 전",약 6시간 전,2024-11-28 00:38:53,"좋아요 수
3","댓글 수
0",노원구
중계동 (중계역) 근처 ~~♡,중계동(중계역) ~~ 지금은 눈이 그쳤지만 ! 첫눈 >_<,"중계2.3동
·
동네풍경
·
약 7시간 전",약 7시간 전,2024-11-28 00:38:53,"좋아요 수
2","댓글 수
0",노원구
눈사람 만드실 분,같이 눈사람 만들고 사진 찍어요 나이는 상관 없고 애 어른 할아버지 할머니 모두 ok!!!!! 같이 눈사람 만들어여,"중계2.3동
·
운동
·
약 7시간 전",약 7시간 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
12",노원구
추워유 ㅜㅜ,내복을 꺼내야할까요? ㅜ,"공릉동
·
일반
·
약 7시간 전",약 7시간 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
7",노원구
20년 토박이,교통두 편하고 공기두 괜찮구요 20년 살았는데 괜찮은 동네인거 같아요 공원두 많구요,"중계본동
·
주거/부동산
·
약 7시간 전",약 7시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
칼바람 하실 분,22살 남자에요! 요즘 집에만 있느라 자주하는데 심심할 때 종종 같이 하실 분 구해요!,"중계본동
·
취미
·
약 7시간 전",약 7시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
1",노원구
11단지 오늘 돈까스집 나왔나요?,노원 11단지 아파트 장섰나요? 돈까스집 문열었을까요?,"상계10동
·
맛집
·
약 7시간 전",약 7시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
1",노원구
쪽갈비 방어작전,오늘 저녁 노원에서 쪽갈비나 방어 드실분 89남입니다. 간단하게 술 친구가 필요해서 30대 이상만 채팅 주세요. 결제는 제가함. 감사합니다.,"중계본동
·
일반
·
약 7시간 전",약 7시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
8",노원구
클라이밍 한번도 안해보신분!,전 30남입니다. 상계나 노원역 근처 클라이밍 같이 시작해서 꾸준히 해보실분 계신가요!,"상계5동
·
취미
·
약 7시간 전",약 7시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
초등학교 돌봄선생님,돌봄선생님이 조카한테 못생긴게 또 사고친다라며 언어폭력을 했는데 아이는 너무 속상해하고 그 선생님은 안했다고 하고 어떻게 해야할지 자문을 구합니다... 할머니가 방문을 했을 때 소리치고 하는 부분을 본 적도 있는데 그때는 넘어갔는데 교육청에 자문을 구해야할까요? 비슷한 경험 있으신 분들 꼭 자문 부탁드려요...,"중계4동
·
교육
·
약 8시간 전",약 8시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
오늘 저녁 노원역 낙곱새 드실분?,오늘 저녁 7:30분쁨 노원역 구석집 낙곱사 드실분?? 혼자는 안되서 ㅠ 95년생 남자입니다,"상계6.7동
·
맛집
·
약 8시간 전",약 8시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
중계무지개상가 정자에서 릴 하이브리드3.0 분실,25일에서26일 넘어가는 새벽경 중계 무지개아파트2단지 상가 옆 정자에서 노란색 전자 담배 제품을 놓고 온 거 같은데 혹시 습득하셨거나 보신 분 계실까요ㅠㅠ 새벽에 비오고 날씨도 안 좋아서 청소하시면서 아마 발견하셨을 거 같은데 거기 청소를 어떤분이 하시는지 몰라서요..ㅠㅠ 생일선물로 5일전에 받은 새제품 입니다..,"상계6.7동
·
분실/실종
·
약 8시간 전",약 8시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
1",노원구
30중반 남자인데요 연애상담좀 해 주실분 ,짝사랑중인데 넘 힘드네요. 날 싫어하는 것 같긴 한데 혹시나 하는 희망이 ㅜ 촌철살인 해 주실분,"중계본동
·
고민/사연
·
약 8시간 전",약 8시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
5",노원구
같이 책 읽으실 분??,동네 책 읽기 좋은 카페도 알려주시면 감사하겠습니다,"상계6.7동
·
취미
·
약 8시간 전",약 8시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
청약,"해지하는게 나을까요,,,? 주변에 해지한 사람도 좀 생겼고 영상 올라올때마다 댓글에 해지했다는 사람도 많은것 같고,,,기간이랑 회차가 좀 애매해서 망설여지네요 ㅠㅠ 혹시 잘 아시는분 계실까요","상계2동
·
주거/부동산
·
약 8시간 전",약 8시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
1",노원구
노원사는 25살 여자입니당,친해질 동갑친구 없나용,"상계9동
·
동네친구
·
약 8시간 전",약 8시간 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
4",노원구
노원 인모드,노원에 인모드 잘하는 병원 있나여? 노원 ㅇㅇㄷ 남자 원장님이 잘하신다는 얘길 들었는데 남자 원장님이 여러분이시네용;;; 누구신지 아시는 분 정보 부탁드려용!!,"하계동
·
병원/약국
·
약 8시간 전",약 8시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
[그림] 푸바오 ,오랜만에 올려봅니다 ㅎㅎ,"상계10동
·
취미
·
약 9시간 전",약 9시간 전,2024-11-28 00:38:53,"좋아요 수
2","댓글 수
2",노원구
이번주 금욜 용평 개장빵 카풀 하실분?,시간은 아침 일찍 노원에서 출발해서 정설 전에 용평에서 노원으로 올 계획입니다!! 편도 1.8만원 왕복 3.5 만원만 내주시면 남녀 상관없이 카풀 해드립니다 스노우보드든 스키든 같이 즐겁게 타고 싶습니다!! 이번에 예상에 없던 자연설이라 더 기대되네요!! 위치는 중간에서 만나고 싶습니다 24세/남/비흡연/보드 캐리 가능(가로바 있음),"상계10동
·
취미
·
약 10시간 전",약 10시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
"왕초보 밴드 합주할 분들 모집합니다 (기타,베이스,키보드)","금요일 토요일 유동적으로 모여서 합주하고자합니다 합주장소는 노원역 근처에 있습니다 현재 드럼 ,보컬 ,기타 세명모여있습니다 드럼 기타. 왕초보입니다 함께 초보부터 연습하실 분들 모집합니다 연령대는 20대~40대까지이며 성별은 관계없습니다 기타 ,베이스, 키보드 함께 해 주실분 모집합니다 추구하는 노래 장르는 락발라드 계열입니다 현재 연습중인 곡은 나는나비(윤도현), 애정표현(플라워) 입니다 회비는 한달에 5만원입니다( 회비는 인원수에 따라 더 적어질수 있습니다) 회비는 합주실 대여료와 회식비로 사용될 예정입니다 왕초보이기 때문에 실력은 중요치 않지만 꾸준히 함께 하실 분 모집하구요 초반 3~5개월은 제대로된 합주가 쉽지않을걸로 예상됩니다 감안해서 합께 실력을 키워나가실 분 모집합니다","상계10동
·
취미
·
약 10시간 전",약 10시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
바람의나라 클래식 하시는분? 같이하실분,혹시계시면 같이하고싶어요~~,"중계2.3동
·
취미
·
약 11시간 전",약 11시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
8",노원구
하원도우미,상계삼성어린이집 근처입니다. 두돌아기 저녁 6시부터 8시까지 하원도우미+저녁챙겨 주시게 되면 (제가 차려놓은 반찬 데워주시는 정도) 보통 시급이 얼마인지 경력확인은 어떻게 해야 되는지 궁금하네요.,"상계2동
·
일반
·
약 11시간 전",약 11시간 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
4",노원구
월계동 534번지 갤럭시워치 6 찾아요,오늘 오전에 월계동 534번지 언덕길에서 잃어버렸어요.. ㅜㅠ 갤럭시 워치 6 40mm 은색에 카키색 줄이에요 오늘 오전 8시40분 - 50분 사이에 떨어뜨린거같고 뛰다가 주머니에서 빠진거 같아요.. ㅜㅠ 찾으시는분 연락 부탁드려요 ㅜㅠ,"월계1동
·
분실/실종
·
약 11시간 전",약 11시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
접이식 토퍼 매트리스(?) 좋은거 있나요?,돌돌 마는거 말고 접는걸로 사려고 하는데 좋은 제품 아시나요!! ㅠㅠ,"중계본동
·
고민/사연
·
약 12시간 전",약 12시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
고민되요ㅠㅠㅠㅠ,현재 아이폰 15 프로 화이트 티타늄을 사용하고 있고 올해 2월에 바꿨어요. 근데 16 화이트 색상이 너무 예뻐 보여서 바꾸고 싶은데 어떻게 생각하세요? 근데 막상 또 프로를 계속 쓰다 보니까 16 프로로 바꿔야만 할 것 같은 느낌도 있어요. #아이폰 #고민 #사연 #아이폰16 #아이폰16프로,"중계동
·
고민/사연
·
약 12시간 전",약 12시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
2",노원구
급! 오늘 청소 해주실분! 시급2만원/2시간,매장(5~6평) 청소기+걸레질+쓰레기버리기 창고(1.5평)쓰레기버리기+걸레질 이게 끝입니당 한분이하시면 될것같습니다 2시간이라적어놨는데 1시간만에하셔도 4만원드립니당 급하게 찾고있습니다. 위치: 공릉동 원자력병원쪽,"공릉1동
·
생활/편의
·
약 12시간 전",약 12시간 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
5",노원구
현대1차  전세,저희아이들 학군때문에 중계동으로 유학왔어요ㅋ 집을많이보러다녔는데 그많은집들중 지금우리집에 홀딱반했어요ㅡ 사계절전망이 그림보다더 절경이구요 미세언지없는 청청지역입니다 아이들의 정서에 참좋은집입니다 3룸거실확장 31평형대예요! 혹시 학군고려해서 이사결정하실 분들께 강추드립니다~ 전세금도 다운해서 3천7백에 올렸습니다♡ 눈오는날의 전망입니다,"중계본동
·
주거/부동산
·
약 13시간 전",약 13시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
노원구 노해로 살면 좋은 점 이 모든걸 다,"#발품여유획득 교통수단 지하철 버스 영등포 +명동 +포천 동두천 전곡 5일장 #서비스가 잘 되있어서,감사했음 +로라메르시에 ,또와순두부수제비 # 주말의설렘 문화의거리 다양함 + 와이파이거리 24시까페 5k런거리 바람 # 뒷산이 있었으면 ...좋겠습니다 노원구 노해로 살면 좋은 점 이 모든걸 다","상계6.7동
·
주거/부동산
·
약 13시간 전",약 13시간 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
0",노원구
남자고 몸 만드려는데 공릉동 헬스장 추첨좀 해주세요,바프까지 생각 하고 있어서 좋은 선생님과 좋은 환경에서 운동 배우거 싶은데(가격까지 좋으면 더 좋고요) 추천해 주실 만한 곳이 있을까요?,"공릉2동
·
운동
·
약 14시간 전",약 14시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
인문논술 학원 추천 부탁드립니다 ㅠㅠ,제가 예비고3인데 혹시 자녀분이나 당사자분께서 인문 논술 학원에 다녀보신분이라면 추천부탁드립니다..!! 겨울방학부터 다녀보려고 해서 혹시 중계 은행사거리 학림논술 괜찮을까요?? 대치동도 괜찮고... 서울에서 아무곳이나 다녀보신분들 추천 부탁드려요 ㅜㅡㅜ,"중계2.3동
·
교육
·
약 14시간 전",약 14시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
2",노원구
겨울철 한파 대비 안전정보,"안녕하세요, 노원소방서입니다! 😊 겨울이 되면서 기온이 뚝 떨어져 한파가 걱정되는 요즘인데요, 추운 날씨에 대비해 건강을 지키는 방법을 안내드리려고 해요! 특히 어르신이나 만성질환을 가진 분들은 꼭 참고해 주세요. ❄️ 한랭질환이란? 추운 날씨에 체온이 급격히 떨어지면서 생기는 저체온증이나 동상 같은 질병을 말해요. 예방이 정말 중요하답니다! 💡 겨울철 건강 지키는 꿀팁 1️⃣ 기상 정보 체크 TV, 라디오, 기상청 앱 등으로 한파나 강풍 예보를 꼭 확인하세요. 2️⃣ 따뜻하게 입기 외출 시 옷을 여러 겹 입고, 손발이나 귀 같은 신체 말단을 따뜻하게 보호해주세요. 3️⃣ 난방 점검하기 실내 난방시설이 제대로 작동하는지 확인하고, 고령자나 어린이가 있는 가정은 난방에 특별히 신경 써 주세요. 4️⃣ 몸에 이상이 느껴지면 즉시 병원 방문 한랭질환 증상이 나타나면 지체 없이 병원을 찾아주세요! 노원소방서와 함께 건강하고 따뜻한 겨울 보내세요! 😊 궁금한 점이 있으면 언제든 문의해주세요!","하계동
·
일반
·
약 15시간 전",약 15시간 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
0",노원구
포켓몬고 친구 하실분!!,친구하실분!!^^ 동네친구구합니다ㅎㅎ 아래 숫자 확인해주세요!! ***-****-****7,"공릉2동
·
일반
·
약 15시간 전",약 15시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
💛 금빛 배드민턴 동호회 신입회원 모집,"안녕하세요! 노원구 하계,중계에 위치한 금빛배드민턴동호회입니다. 저희 동호회는 노원청소년센터(구, 노원청소년수련관) 체육관에서 즐거운 분위기속에 초심자와 경력자가 함께 운동하는 모임입니다. 초심부터 A조 모두 운동을 하고 있으며 월요일과 수요일에 배드민턴 전문 강사님을 모시고 레슨도 진행하고 있습니다. 클럽이 아닌 동호회인 관계로 처음 입문하시는 분들도 부담없이 오셔서 배우시고 즐길 수 있는 모임이오니 언제든 가입환영입니다~ 모집대상: 실력, 연령, 나이 상관없이 누구나(현재 초심~A조, 20대~60대 보유) 장소 : 노원청소년센터 체육관 운영시간 : 월요일,수요일,금요일 오후 7시 ~ 9시 30분 월회비 : 3만원(현재 가입비 면제혜택 진행중) 준비물 : 운동복, 배드민턴라켓,운동화(잘 모르시면 오실 때 안내해 드립니다) 배드민턴콕 : 개별구매 배드민턴레슨 : 월요일,수요일 7시~(월 8회 진행) 문의: 댓글, 채팅주세요~~","중계2.3동
·
운동
·
약 15시간 전",약 15시간 전,2024-11-28 00:38:53,"좋아요 수
2","댓글 수
1",노원구
풋살 골레이로 용병 구하시는팀 있나요,실력은 많이 부족한데 운동 좀 다시 시작하고싶어서요 1경기 용병이라도 상관없습니다,"공릉2동
·
운동
·
약 15시간 전",약 15시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
4",노원구
어젯밤 초안아파트2단지 무슨일?,어젯밤 초안아파트2단지에 경찰차 소방차 구급차가 총출동~ 경찰분들이 여기저기 수색하고 다니시던데 무슨 일일까요?,"월계2동
·
동네사건사고
·
약 15시간 전",약 15시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
전기요 키고 나왔는데…어쩌죠 저 집에는 2시는 ,되야 도착하는데 불안나겠죠..?,"상계2동
·
동네사건사고
·
약 16시간 전",약 16시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
4",노원구
무료탁구(새벽6시30~ 오전10시),새벽6시30부터 오전10시까지 무료로 운동하실분 8명 모십니다,"상계6.7동
·
운동
·
약 16시간 전",약 16시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
배드민턴 치실 분 구합니다!,이번주 일요일(9일)에 배드민턴 치실 두분 구해요! 초안산배드민턴장에서 아침 9시에 칠 것 같은데 시간이나 장소는 상의해서 바꿀 수 있어요! 저랑 친구도 잘 못 쳐서 나이 실력 성별 상관없이 치고 싶으시면 꼭 연락 주세요!!,"하계2동
·
운동
·
약 16시간 전",약 16시간 전,2024-11-28 00:38:53,"좋아요 수
2","댓글 수
1",노원구
첫눈이 너무. 많이 왔어요,첫눈인데 온동네를 다른세상으로 만들어 놨네요 출근길 조심하세요,"상계10동
·
동네풍경
·
약 16시간 전",약 16시간 전,2024-11-28 00:38:53,"좋아요 수
9","댓글 수
2",노원구
동네 재설 상태 잘문,을지병원~태릉사거리 이면도로 재설상태 궁금합니다!,"중계4동
·
생활/편의
·
약 17시간 전",약 17시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
눈 쌓인 오늘 조심하세요~,"날씨도 추워지고, 미끄러운 눈길 조심하세요!!🌨 #눈오는날 #지하철역","공릉동
·
일반
·
약 17시간 전",약 17시간 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
0",노원구
"불암산스포츠타운 배드민턴 어린이 및 청소년 화, 목 강습","불암산스포츠타운에 있는 실내배드민턴장에서 어린이 및 청소년 레슨반 6명 모집 오늘부터(11월 27일부터)모집하고 있네요. 강습 시작은 12월 3일부터 화, 목 오후 6시~7시 (시간대 너무 좋아요~) 소규모라 좋은 것 같아요. 레슨비도 엄청 저렴하네요. 즐거운 방학이 기대되네요^^ #배드민턴 #청소년배드민턴 #어린이배드민턴 #불암산스포츠타운 #배드민턴레슨 #노원어린이배드민턴 #노원어린이배드민턴레슨","중계본동
·
교육
·
약 18시간 전",약 18시간 전,2024-11-28 00:38:53,"좋아요 수
2","댓글 수
0",노원구
첫눈  ,마냥 즐겁지않은 눈 그래도 첫 눈이니 반갑게 맞이한다. 님들 눈길 조심하시고 하시는 일마다 대길 대성하시길....,"상계9동
·
동네풍경
·
약 19시간 전",약 19시간 전,2024-11-28 00:38:53,"좋아요 수
3","댓글 수
0",노원구
오늘 눈이 펑펑 내리는 날씨네요.,다들 파묻혀지지 않게 조심하세요. 😁🌨️,"하계동
·
일반
·
약 21시간 전",약 21시간 전,2024-11-28 00:38:53,"좋아요 수
2","댓글 수
1",노원구
첫눈,지금 시간 새벽 3:20분 자다가 문득깨어 밖을 보니 눈이 소복히 내리고 있습니다,"상계8동
·
일반
·
약 21시간 전",약 21시간 전,2024-11-28 00:38:53,"좋아요 수
3","댓글 수
3",노원구
치이카와 지갑 분실물,"너무 소중한 지갑인데 혹시라도 보신분 있으면 연락주세요 .. 안에 친구들 명찰 5개 정도 ㄱㄷㅇ , ㅈㅅㅎ , ㅅㄱㅇ,ㅎㄹㅎ,ㅇㅈㅅ 이렇게 잇을듯하고 여자 증사하나랑 데프댄스스쿨 ㅎㄱㄹ 카드랑 토스카드 하나 잇을텐데ㅜ 사례 해드릴테니깐 꼭 좀 부탁드려요.. 카드는 정지시켰고 현금은 드릴테니까 안에 명찰들 너무 소중한거라 찾으신분 꼭 좀 연락 부탁드려요 ..","하계동
·
분실/실종
·
약 21시간 전",약 21시간 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
같이 하이디라오 먹을 분 구해요,10~20대 여자만...(저는 20대 여자예요) 하이디라오 한 번쯤 가보고 싶은데 같이 갈 친구가 없어서 구해봐요 워낙 내향적이라서 불필요한 대화 없이 비지니스적으로만 한 번 먹고 쿨빠 했으면 좋겠어요...! 지점은 상관x 날짜는 같이 협의해봐요,"하계동
·
맛집
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
2",노원구
이력서 열람하고 연락,구인 마감 하고 맘에드는 사람에게 면접 연락 오는곳이 다수인가요? 이메일 확인은 하셨는데ㅠ 관심있던곳이라 ㅜ아직 연락이 없어서요 2일전에 이력서 자기소개서 보내구 마감은 곧이네요 그전에 맘에들면 당일에도 연락은 쥴수 있지나여 ㅋㅋ 알바나 계약직은 아니에요.,"중계동
·
일반
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
2","댓글 수
3",노원구
방한칸만 짧은기간 쓸수있는곳이있을까요??,방한칸 남는거있는분있으실까요??ㅠ,"월계2동
·
일반
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
